InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV502166,HOM0422,Nike Mini Garden Tools,3,2023-02-06 18:19:00,128.24,10679,India
INV502167,HOM0106,Amazon Desk,5,2023-06-30 19:40:00,309.46,10729,Australia
INV502168,BOO0192,Standard Pink Biography,1,2022-11-01 16:27:00,22.24,11201,Australia
INV502169,TOY0418,Luxury Art Supplies,8,2022-01-14 20:26:00,156.63,10618,India
INV502170,HOM0446,Premium Green Decorative Item,1,2023-01-22 08:42:00,114.58,11734,Canada
INV502171,SPO0473,Dell Deluxe Sleeping Bag,3,2023-05-03 08:10:00,327.9,11465,India
INV502172,HOM0396,Budget Green Bed Frame,6,2024-05-09 12:56:00,198.25,10382,France
INV502173,TOY0122,Bosch Green Card Game,5,2021-06-14 16:36:00,71.73,11667,Italy
INV502174,TOY0018,Walmart Brown Art Supplies,3,2020-11-17 13:12:00,139.55,11872,Netherlands
INV502175,HOM0106,Amazon Desk,3,2021-05-16 13:04:00,309.46,10507,France
INV502176,KIT0079,Walmart Ultra Knife Set,6,2021-12-05 08:07:00,185.94,10084,France
INV502177,FAS0453,Dell Gold Dress,6,2021-08-03 13:50:00,156.05,11267,India
INV502178,FAS0350,Nike Skirt,4,2024-10-17 14:37:00,25.17,11471,France
INV502179,HOM0417,Nike XL Blanket,9,2021-08-06 19:50:00,749.03,11033,Belgium
INV502180,AUT0320,Kitchenaid Bluetooth Adapter,4,2021-01-29 10:18:00,198.76,10427,Mexico
INV502181,HEA0127,Walmart Hair Dryer,3,2023-04-27 14:08:00,79.13,11741,Italy
INV502182,BOO0416,Sony Health Book,6,2023-03-01 19:47:00,43.34,10015,Germany
INV502183,FAS0331,Canon Ultra Jacket,3,2024-08-30 20:17:00,268.02,11103,Belgium
INV502184,BOO0139,HP Science Book,10,2020-04-27 15:49:00,35.1,11542,United States
INV502185,TOY0385,Microsoft Compact Card Game,6,2024-11-26 17:38:00,28.25,10683,India
INV502186,OFF0069,Premium Deluxe Hole Punch,17,2020-10-19 11:31:00,14.16,11260,United Kingdom
INV502187,HEA0102,Budget Cleanser,8,2021-09-24 17:23:00,77.18,10823,Japan
INV502188,HOM0082,Google Bed Frame,1,2022-02-25 10:38:00,592.82,10570,Denmark
INV502189,ELE0444,Luxury Gold Smartphone,2,2023-03-05 11:57:00,1077.69,11587,Germany
INV502190,BOO0176,Google Cookbook,2,2023-04-15 10:11:00,39.19,10918,Belgium
INV502191,KIT0229,Walmart Measuring Cup,4,2020-07-23 15:23:00,84.68,10811,South Korea
INV502192,BOO0370,IKEA Purple Health Book,7,2024-10-16 12:30:00,18.92,10476,United States
INV502193,ELE0078,Samsung Gaming Console,9,2023-07-13 14:16:00,613.42,10653,Mexico
INV502194,BOO0053,Basic Orange Non-Fiction Book,3,2023-12-07 08:56:00,25.59,10785,Brazil
INV502195,OFF0218,IKEA XL Pen,4,2020-02-24 08:36:00,6.48,11272,Germany
INV502196,HOM0082,Google Bed Frame,9,2021-07-04 13:55:00,592.82,11215,India
INV502197,BOO0139,HP Science Book,3,2023-12-15 09:04:00,35.1,10282,Canada
INV502198,SPO0354,Budget Fitness Tracker,6,2021-12-27 08:20:00,90.33,10725,South Korea
INV502199,BOO0139,HP Science Book,3,2020-07-24 17:40:00,35.1,10193,France
INV502200,OFF0154,IKEA Pro Sticky Notes,1,2022-11-25 15:31:00,46.63,10216,France
INV502201,SPO0303,Nike Ultra Backpack,3,2021-06-18 15:38:00,138.4,11879,Japan
INV502202,FAS0065,Microsoft Deluxe Sunglasses,5,2024-10-27 10:09:00,215.28,11995,Brazil
INV502203,BOO0048,Professional Pink Biography,4,2023-12-21 12:40:00,36.52,11989,United States
INV502204,AUT0346,Kitchenaid Large Car Charger,9,2024-06-08 09:37:00,92.69,11635,Spain
INV502205,ELE0377,Dell Laptop,10,2021-09-11 20:34:00,1759.87,10370,France
INV502206,HEA0253,Luxury Sunscreen,8,2023-07-22 14:53:00,33.8,10990,Brazil
INV502207,HEA0102,Budget Cleanser,25,2024-03-31 10:37:00,77.18,11177,China
INV502208,HOM0286,Target Brown Storage Box,2,2022-01-03 17:03:00,169.58,11208,Germany
INV502209,OFF0175,Standard Red Notebook,9,2023-09-24 12:27:00,55.15,10340,United States
INV502210,SPO0030,Basic Large Fishing Rod,6,2023-07-27 16:50:00,382.92,10564,Singapore
INV502211,BOO0184,Samsung Silver Cookbook,9,2021-01-28 19:34:00,24.29,11607,India
INV502212,HEA0499,IKEA Green Hair Dryer,7,2023-12-26 20:30:00,139.23,10352,Italy
INV502213,HEA0208,Generic Large Nail Polish,1,2024-02-23 16:17:00,85.35,10277,France
INV502214,KIT0247,IKEA Bowl Set,10,2024-05-14 10:23:00,304.53,10815,Denmark
INV502215,OFF0474,Nike Standard Notebook,6,2024-02-18 13:05:00,33.46,10625,Denmark
INV502216,HOM0300,Dell Blue Mirror,9,2020-11-21 10:11:00,295.13,11610,Belgium
INV502217,HEA0180,Apple Black Perfume,2,2022-12-28 10:22:00,37.87,11781,Germany
INV502218,ELE0408,Target Premium Earbuds,7,2020-12-10 20:56:00,900.07,11494,Brazil
INV502219,KIT0229,Walmart Measuring Cup,7,2021-01-21 17:48:00,84.68,10615,Mexico
INV502220,SPO0451,Canon Deluxe Yoga Mat,1,2020-07-04 10:50:00,358.36,10516,Sweden
INV502221,ELE0126,Bosch Power Bank,15,2021-08-11 17:36:00,982.14,10333,United Kingdom
INV502222,SPO0305,Walmart Camping Tent,1,2023-05-25 19:41:00,165.56,10359,Australia
INV502223,TOY0202,Apple Educational Toy,8,2020-03-22 10:26:00,36.84,10856,Germany
INV502224,HOM0001,Nike Deluxe Sofa,6,2024-08-22 08:37:00,576.5,10817,Singapore
INV502225,BOO0221,Premium Gray Biography,2,2022-09-04 12:41:00,23.33,10740,Japan
INV502226,AUT0010,Philips Gold Motor Oil,10,2020-06-02 08:47:00,67.91,10081,Italy
INV502227,SPO0044,Bosch Green Football,4,2022-01-29 20:12:00,248.56,11558,Germany
INV502228,ELE0318,Apple Ultra Keyboard,3,2021-09-02 15:05:00,1976.15,11104,United Kingdom
INV502229,BOO0487,Canon Deluxe Business Book,7,2024-10-11 08:44:00,21.86,10178,Norway
INV502230,BOO0215,Apple Science Book,43,2020-10-21 15:31:00,12.32,10096,United States
INV502231,HEA0020,Walmart Supplements,5,2022-03-30 09:59:00,56.62,11350,Netherlands
INV502232,AUT0384,HP Orange Tire Pressure Gauge,1,2022-08-28 14:55:00,176.5,11404,Japan
INV502233,BOO0201,Premium Non-Fiction Book,9,2023-12-31 13:00:00,31.17,10266,Singapore
INV502234,TOY0294,Microsoft Educational Toy,8,2020-12-21 11:17:00,181.69,10031,China
INV502235,KIT0047,HP Mini Oven,7,2023-09-11 10:54:00,38.82,10868,Mexico
INV502236,FAS0345,Sony Gold Wallet,4,2024-05-29 14:07:00,57.93,10457,Australia
INV502237,OFF0330,Dell Green Highlighter,49,2021-06-14 12:45:00,59.18,10026,China
INV502238,SPO0495,Professional Pink Basketball,3,2021-02-13 19:06:00,144.9,10191,Canada
INV502239,ELE0179,Cuisinart Headphones,5,2020-08-26 19:12:00,1032.85,10797,Belgium
INV502240,BOO0092,Microsoft Standard Health Book,7,2022-12-07 13:30:00,48.56,10942,Singapore
INV502241,FAS0216,Google Orange Dress,1,2022-05-14 19:13:00,68.51,11948,Belgium
INV502242,KIT0129,Google Red Mixer,3,2023-07-01 08:52:00,353.56,11619,Japan
INV502243,SPO0451,Canon Deluxe Yoga Mat,2,2022-08-27 13:54:00,358.36,10569,South Korea
INV502244,SPO0052,Premium Mini Basketball,8,2020-02-10 09:53:00,56.98,10697,France
INV502245,HEA0254,Bosch Silver Foundation,10,2021-01-21 10:19:00,145.01,11734,Canada
INV502246,HOM0094,Apple Green Mirror,3,2021-08-10 16:14:00,534.61,11429,Singapore
INV502247,HOM0158,Basic Deluxe Mirror,5,2020-06-08 20:31:00,784.52,10912,Mexico
INV502248,OFF0113,Canon Ruler,7,2024-05-18 13:50:00,12.5,10345,India
INV502249,BOO0257,Apple Science Book,10,2021-06-07 15:36:00,25.64,10403,United States
INV502250,SPO0006,Budget Orange Basketball,5,2024-05-01 16:23:00,22.44,11559,Belgium
INV502251,TOY0116,Adidas Purple Board Game,3,2022-05-06 16:36:00,52.96,11527,Spain
INV502252,KIT0144,Nike Kettle,3,2021-02-09 16:27:00,277.82,10085,United States
INV502253,BOO0362,Bosch Max Language Learning,1,2020-01-07 17:21:00,16.58,11504,Australia
INV502254,BOO0257,Apple Science Book,6,2022-09-13 19:17:00,25.64,10466,China
INV502255,KIT0047,HP Mini Oven,5,2021-04-25 13:49:00,38.82,10358,Italy
INV502256,BOO0309,Standard Technology Book,1,2023-04-06 20:14:00,16.04,11209,Japan
INV502257,HEA0274,Nikon Pro Skincare Cream,7,2020-04-12 12:31:00,46.12,10977,Australia
INV502258,HEA0332,Generic Lipstick,2,2021-08-24 11:29:00,81.5,11734,Canada
INV502259,AUT0490,IKEA Gold Car Vacuum,26,2021-07-18 11:29:00,122.97,11035,China
INV502260,KIT0203,Apple Compact Toaster,2,2023-01-15 20:28:00,83.36,10105,France
INV502261,TOY0334,Sony Video Game,32,2024-12-04 14:16:00,66.28,11727,Mexico
INV502262,TOY0213,Target Mini Art Supplies,3,2023-10-23 14:48:00,41.32,11836,Japan
INV502263,ELE0207,Luxury Cable,2,2022-01-23 18:19:00,337.49,10479,Norway
INV502264,FAS0356,Microsoft Large Sweater,6,2024-07-30 16:47:00,55.42,11807,Sweden
INV502265,TOY0293,Google Mini Action Figure,1,2020-11-01 15:30:00,179.05,11248,Brazil
INV502266,ELE0357,Bosch Black Drone,2,2020-01-23 20:33:00,371.48,11894,Singapore
INV502267,HEA0172,Budget Black Makeup,8,2023-08-23 16:24:00,92.48,10631,Singapore
INV502268,AUT0149,Apple Car Vacuum,33,2022-04-23 20:56:00,93.13,10042,Australia
INV502269,TOY0018,Walmart Brown Art Supplies,1,2021-04-11 19:15:00,139.55,10878,Japan
INV502270,ELE0137,Generic Gold Laptop,47,2022-11-08 11:13:00,584.93,10910,Netherlands
INV502271,KIT0203,Apple Compact Toaster,8,2023-09-25 11:01:00,83.36,10056,India
INV502272,HEA0208,Generic Large Nail Polish,2,2023-01-27 10:11:00,85.35,11675,Spain
INV502273,HOM0094,Apple Green Mirror,8,2023-03-22 18:17:00,534.61,11506,Sweden
INV502274,HOM0042,Generic Pink Desk,9,2022-07-14 16:41:00,107.6,11590,Norway
INV502275,BOO0221,Premium Gray Biography,9,2024-04-05 13:43:00,23.33,11039,Spain
INV502276,TOY0414,IKEA Pro Educational Toy,7,2022-08-22 20:13:00,157.33,11225,Singapore
INV502277,TOY0213,Target Mini Art Supplies,3,2023-11-27 16:44:00,41.32,11173,India
INV502278,HEA0445,Cuisinart Mini Skincare Cream,8,2022-03-29 08:47:00,116.02,11266,United Kingdom
INV502279,SPO0162,Samsung Black Camping Tent,6,2024-10-03 08:54:00,333.09,11729,Spain
INV502280,FAS0327,Budget Brown Shorts,3,2020-10-11 09:44:00,247.6,11374,France
INV502281,TOY0031,Amazon Card Game,9,2022-05-15 20:44:00,42.38,10933,United States
INV502282,OFF0040,HP Notebook,7,2023-10-30 19:28:00,54.49,11567,India
INV502283,SPO0209,Kitchenaid Pink Gym Equipment,3,2024-09-14 08:48:00,180.99,10061,Sweden
INV502284,ELE0206,Nike Keyboard,10,2023-10-16 08:30:00,1764.69,10143,Italy
INV502285,ELE0484,Amazon Blue Cable,10,2020-12-29 20:53:00,1023.74,10393,South Korea
INV502286,FAS0430,Panasonic Blue Gloves,10,2024-07-29 16:59:00,177.21,11043,Norway
INV502287,SPO0252,Professional Golf Club,3,2022-05-07 19:20:00,360.08,10328,Japan
INV502288,FAS0453,Dell Gold Dress,4,2022-08-07 09:29:00,156.05,11978,Germany
INV502289,AUT0469,Panasonic Ultra Floor Mats,44,2022-05-16 12:39:00,234.17,11511,South Korea
INV502290,FAS0088,Amazon Red Hat,5,2020-11-19 08:13:00,238.08,10538,Netherlands
INV502291,ELE0357,Bosch Black Drone,4,2024-12-15 09:43:00,371.48,11471,France
INV502292,TOY0122,Bosch Green Card Game,29,2023-11-08 18:38:00,71.73,11580,Belgium
INV502293,AUT0010,Philips Gold Motor Oil,6,2024-05-06 17:39:00,67.91,11418,Canada
INV502294,SPO0231,Basic Blue Fishing Rod,7,2023-05-11 10:04:00,209.59,10858,Spain
INV502295,OFF0175,Standard Red Notebook,8,2021-01-23 08:23:00,55.15,11264,United States
INV502296,ELE0311,Premium Mouse,5,2021-04-20 16:58:00,671.16,10530,Norway
INV502297,HEA0381,LG Red Nail Polish,4,2024-07-20 08:44:00,134.49,11050,Canada
INV502298,TOY0401,Professional Educational Toy,2,2022-08-12 19:34:00,171.07,10301,France
INV502299,TOY0213,Target Mini Art Supplies,1,2022-03-02 18:24:00,41.32,10229,Sweden
INV502300,ELE0329,Samsung Blue Headphones,4,2023-10-20 09:21:00,542.18,11954,Netherlands
INV502301,FAS0331,Canon Ultra Jacket,1,2020-07-29 14:41:00,268.02,11809,Spain
INV502302,AUT0130,Microsoft Air Freshener,10,2024-01-20 18:09:00,258.64,11743,Japan
INV502303,FAS0436,Bosch Purple Sunglasses,2,2021-11-03 08:12:00,201.17,11846,Brazil
INV502304,TOY0230,Standard Doll,2,2022-09-01 08:59:00,155.6,11925,China
INV502305,HOM0080,Panasonic Wardrobe,5,2020-03-28 15:56:00,222.6,11227,Netherlands
INV502306,AUT0105,Walmart Tool Kit,9,2020-03-05 16:40:00,142.87,10099,Belgium
INV502307,ELE0444,Luxury Gold Smartphone,14,2022-07-19 10:25:00,1077.69,11840,Japan
INV502308,TOY0271,IKEA Standard Baby Toy,7,2023-01-31 10:41:00,65.08,10308,China
INV502309,AUT0395,Premium Jump Starter,5,2024-09-21 16:20:00,73.44,11783,Germany
INV502310,FAS0485,Sony Handbag,1,2022-07-26 10:33:00,107.85,11541,France
INV502311,KIT0338,Luxury Gray Can Opener,6,2023-03-03 10:41:00,382.64,11040,Australia
INV502312,AUT0240,Adidas Orange Car Accessories,2,2020-06-03 14:34:00,122.11,11325,India
INV502313,KIT0217,Amazon Blender,17,2024-01-12 17:56:00,488.56,10005,Norway
INV502314,HOM0198,Panasonic Bed Frame,3,2024-06-26 15:25:00,666.56,11832,Japan
INV502315,AUT0068,Standard Blue Car Vacuum,1,2022-12-22 10:53:00,162.89,10803,United Kingdom
INV502316,HEA0123,Budget Mini Cleanser,8,2020-04-26 18:48:00,24.06,10035,India
INV502317,TOY0090,Kitchenaid Ultra Doll,36,2021-02-02 18:57:00,174.43,11648,China
INV502318,BOO0136,Amazon White Technology Book,4,2021-10-29 20:38:00,13.18,11808,Norway
INV502319,BOO0323,Walmart Poetry Book,5,2021-11-15 16:43:00,18.43,10782,China
INV502320,HEA0449,IKEA Serum,1,2020-06-15 10:00:00,121.26,11683,Germany
INV502321,OFF0383,Generic Purple Stapler,3,2021-09-02 10:42:00,15.3,11507,India
INV502322,BOO0192,Standard Pink Biography,10,2020-02-08 17:05:00,22.24,11796,Australia
INV502323,SPO0475,Philips Large Golf Club,4,2022-07-28 13:15:00,23.37,11923,Belgium
INV502324,HOM0094,Apple Green Mirror,5,2023-03-13 15:25:00,534.61,10019,Sweden
INV502325,TOY0418,Luxury Art Supplies,13,2021-05-26 17:24:00,156.63,11686,Germany
INV502326,OFF0390,Samsung Mini Desk Organizer,3,2024-03-24 12:15:00,14.34,11330,Denmark
INV502327,KIT0163,Microsoft Plate Set,5,2020-03-27 13:22:00,17.66,10769,Mexico
INV502328,SPO0358,Microsoft Black Dumbbell,5,2022-10-23 20:05:00,245.72,10456,Australia
INV502329,KIT0273,Nike Large Oven,6,2024-05-14 12:43:00,212.34,11434,Netherlands
INV502330,FAS0498,Target Pink Sneakers,7,2024-08-20 19:17:00,142.96,10034,Australia
INV502331,KIT0450,Sony Blender,9,2020-10-27 09:22:00,224.89,11722,Netherlands
INV502332,HEA0368,Dell Standard Makeup,8,2021-05-24 16:23:00,84.01,11791,United States
INV502333,ELE0481,Generic Large Smart Watch,7,2020-11-07 11:08:00,1168.18,10567,United States
INV502334,SPO0220,Kitchenaid Backpack,7,2024-07-10 15:38:00,305.7,10473,United States
INV502335,AUT0320,Kitchenaid Bluetooth Adapter,36,2021-08-04 17:04:00,198.76,11589,Singapore
INV502336,HEA0191,Premium Premium Foundation,10,2024-07-30 15:58:00,120.06,10265,United States
INV502337,SPO0455,Kitchenaid Gray Football,3,2020-10-03 19:03:00,285.15,11752,Brazil
INV502338,KIT0132,Panasonic Knife Set,9,2022-03-03 10:10:00,107.83,11949,Spain
INV502339,HEA0211,Samsung Deodorant,3,2020-01-23 14:26:00,31.64,11969,Australia
INV502340,SPO0038,Nike Dumbbell,46,2023-04-09 14:11:00,301.42,10816,United Kingdom
INV502341,OFF0457,Dell Tape,10,2023-04-23 17:42:00,91.38,10388,Canada
INV502342,HOM0080,Panasonic Wardrobe,10,2024-06-08 19:35:00,222.6,11682,Italy
INV502343,HEA0111,HP Deluxe Toothpaste,9,2024-02-13 15:55:00,79.75,10508,Japan
INV502344,SPO0205,Panasonic Large Ski Equipment,8,2023-12-25 15:28:00,316.93,11992,Singapore
INV502345,BOO0096,Generic Large Textbook,7,2020-01-26 12:07:00,13.24,11252,Germany
INV502346,HOM0131,Nike Blanket,1,2022-12-07 20:16:00,54.73,10506,Netherlands
INV502347,TOY0312,Amazon Mini Art Supplies,2,2021-11-01 11:38:00,63.89,11834,France
INV502348,SPO0382,Microsoft Standard Fitness Tracker,10,2020-06-22 10:08:00,352.85,11082,Singapore
INV502349,SPO0006,Budget Orange Basketball,2,2021-08-16 12:03:00,22.44,10825,Sweden
INV502350,KIT0338,Luxury Gray Can Opener,7,2020-10-27 17:46:00,382.64,11337,Denmark
INV502351,ELE0484,Amazon Blue Cable,5,2024-02-26 18:42:00,1023.74,11530,Denmark
INV502352,ELE0437,Panasonic Mouse,5,2024-02-06 17:04:00,682.39,10465,Mexico
INV502353,OFF0154,IKEA Pro Sticky Notes,4,2022-11-23 20:36:00,46.63,10446,Netherlands
INV502354,SPO0165,Google Pink Fishing Rod,9,2022-08-20 10:02:00,143.22,11016,Norway
INV502355,OFF0314,IKEA Compact Pencil,6,2024-09-01 18:24:00,68.85,11212,Netherlands
INV502356,HOM0082,Google Bed Frame,3,2021-08-30 08:21:00,592.82,10609,Denmark
INV502357,TOY0497,Nikon Craft Kit,3,2020-04-23 16:11:00,116.49,11272,Germany
INV502358,HEA0173,Apple Supplements,1,2023-03-13 15:27:00,6.97,10479,Norway
INV502359,TOY0312,Amazon Mini Art Supplies,16,2023-06-28 12:35:00,63.89,10877,Netherlands
INV502360,ELE0318,Apple Ultra Keyboard,10,2024-08-21 20:34:00,1976.15,11855,Netherlands
INV502361,HEA0499,IKEA Green Hair Dryer,12,2023-08-22 13:25:00,139.23,11887,Sweden
INV502362,AUT0068,Standard Blue Car Vacuum,2,2022-08-28 18:23:00,162.89,11094,India
INV502363,SPO0322,Luxury Blue Camping Tent,38,2023-06-14 14:26:00,231.45,10504,United States
INV502364,HOM0480,Target Wardrobe,10,2021-11-13 15:09:00,113.7,10206,Japan
INV502365,ELE0392,Samsung Tablet,5,2024-10-05 08:19:00,1972.62,11552,South Korea
INV502366,ELE0408,Target Premium Earbuds,41,2021-06-11 09:45:00,900.07,10508,Japan
INV502367,KIT0163,Microsoft Plate Set,2,2023-09-06 11:30:00,17.66,10335,United States
INV502368,TOY0317,Walmart Mini Educational Toy,7,2020-07-17 08:03:00,54.92,11353,Netherlands
INV502369,FAS0251,Basic Compact Pants,3,2020-05-30 15:22:00,164.56,11017,Singapore
INV502370,TOY0116,Adidas Purple Board Game,10,2024-04-09 18:11:00,52.96,10128,Canada
INV502371,AUT0024,Generic Car Charger,6,2024-09-02 17:47:00,296.06,11979,Italy
INV502372,KIT0299,Canon Coffee Maker,2,2023-04-24 11:33:00,50.89,11712,Spain
INV502373,FAS0100,Sony Skirt,1,2021-01-23 12:46:00,31.36,10992,Sweden
INV502374,AUT0415,Adidas Ultra Car Phone Mount,5,2021-07-17 15:18:00,287.23,10377,Denmark
INV502375,TOY0312,Amazon Mini Art Supplies,5,2022-10-07 14:01:00,63.89,11127,Netherlands
INV502376,AUT0384,HP Orange Tire Pressure Gauge,36,2024-11-08 10:49:00,176.5,10910,Netherlands
INV502377,SPO0162,Samsung Black Camping Tent,10,2023-11-17 15:26:00,333.09,10462,France
INV502378,OFF0040,HP Notebook,10,2020-05-26 20:30:00,54.49,10659,United States
INV502379,TOY0018,Walmart Brown Art Supplies,45,2024-10-13 20:22:00,139.55,11290,South Korea
INV502380,HEA0248,Standard Compact Shampoo,3,2024-11-04 16:37:00,146.89,10184,Sweden
INV502381,HEA0041,Canon Standard Nail Polish,7,2021-01-29 12:02:00,140.42,10711,Norway
INV502382,HOM0417,Nike XL Blanket,6,2022-11-08 08:22:00,749.03,11240,Belgium
INV502383,HEA0279,Standard Compact Shampoo,2,2021-10-19 15:16:00,23.69,10710,Netherlands
INV502384,HEA0368,Dell Standard Makeup,7,2023-10-02 13:15:00,84.01,10556,Sweden
INV502385,HOM0342,Basic Red Plant Pot,7,2020-04-06 18:31:00,139.15,11234,Mexico
INV502386,TOY0243,Sony Doll,5,2020-01-24 17:15:00,30.59,11682,Italy
INV502387,KIT0425,IKEA Toaster,5,2021-10-15 12:07:00,480.32,11828,Germany
INV502388,OFF0142,Sony Green Highlighter,25,2023-05-22 20:45:00,63.7,11106,United Kingdom
INV502389,BOO0077,Kitchenaid Magazine,9,2020-02-19 18:13:00,9.46,11119,Denmark
INV502390,ELE0196,Cuisinart Green Webcam,3,2024-04-20 19:46:00,1843.39,11206,Belgium
INV502391,HEA0123,Budget Mini Cleanser,9,2023-02-09 14:43:00,24.06,10082,United Kingdom
INV502392,OFF0143,Samsung Deluxe Marker,1,2023-09-13 15:34:00,82.11,11943,Mexico
INV502393,HOM0007,Apple Bookshelf,6,2020-11-18 17:44:00,624.65,11107,India
INV502394,KIT0047,HP Mini Oven,34,2021-08-01 19:27:00,38.82,10693,Australia
INV502395,SPO0308,Nikon Red Skateboard,4,2024-01-19 11:21:00,88.36,11453,Germany
INV502396,BOO0214,Google Technology Book,1,2021-01-23 17:29:00,9.7,11477,Mexico
INV502397,ELE0135,Nike Keyboard,9,2022-11-04 08:48:00,575.5,10615,Mexico
INV502398,HOM0431,HP Desk,1,2022-11-01 19:38:00,411.5,11575,Spain
INV502399,HEA0248,Standard Compact Shampoo,12,2023-05-06 10:02:00,146.89,11144,Germany
INV502400,HEA0367,Google Gold Vitamins,10,2020-07-08 16:53:00,138.49,11392,Sweden
INV502401,HOM0422,Nike Mini Garden Tools,5,2024-11-07 11:05:00,128.24,11481,Sweden
INV502402,AUT0103,Nike Premium Jump Starter,3,2024-07-18 14:24:00,69.2,10189,Netherlands
INV502403,HOM0050,Cuisinart Compact Sofa,5,2023-02-07 13:35:00,550.37,10206,Japan
INV502404,BOO0176,Google Cookbook,7,2021-05-08 10:42:00,39.19,10097,Singapore
INV502405,FAS0058,Bosch Sneakers,7,2020-03-07 12:29:00,29.95,10245,Denmark
INV502406,SPO0351,Sony Purple Football,3,2020-10-27 08:20:00,106.06,11636,Mexico
INV502407,SPO0308,Nikon Red Skateboard,10,2022-09-01 15:17:00,88.36,10463,India
INV502408,SPO0365,Budget Green Skateboard,8,2024-01-27 19:50:00,391.88,10745,Sweden
INV502409,HEA0443,HP Pink Foundation,3,2023-08-04 11:05:00,8.11,10117,Singapore
INV502410,TOY0385,Microsoft Compact Card Game,7,2024-03-07 09:52:00,28.25,10909,France
INV502411,TOY0294,Microsoft Educational Toy,4,2023-03-26 12:26:00,181.69,11265,Japan
INV502412,HEA0406,Philips Compact Makeup,7,2022-04-15 10:55:00,26.48,11795,Canada
INV502413,AUT0093,Walmart Mini Seat Covers,10,2022-02-08 08:23:00,150.91,10835,Norway
INV502414,KIT0500,Generic Green Mixer,7,2020-05-30 19:34:00,306.72,10476,United States
INV502415,BOO0009,Premium Self-Help Book,8,2024-07-22 16:58:00,26.89,10617,United States
INV502416,AUT0004,Generic Ultra Seat Covers,7,2022-11-24 14:03:00,102.77,10919,Netherlands
INV502417,ELE0476,Bosch Max Webcam,7,2021-04-29 08:25:00,451.33,10678,Germany
INV502418,HEA0123,Budget Mini Cleanser,1,2022-01-29 08:08:00,24.06,10811,South Korea
INV502419,HEA0272,Amazon Max Toothpaste,2,2023-08-18 18:27:00,60.26,11497,Brazil
INV502420,AUT0429,Nikon Max Dash Cam,9,2023-04-18 09:00:00,258.23,10545,Spain
INV502421,HEA0111,HP Deluxe Toothpaste,10,2020-08-30 10:03:00,79.75,11761,Belgium
INV502422,ELE0380,Nikon Printer,1,2020-10-20 13:08:00,1363.43,11650,Canada
INV502423,TOY0312,Amazon Mini Art Supplies,3,2023-11-11 11:49:00,63.89,10048,Singapore
INV502424,HEA0236,Basic Standard Nail Polish,10,2022-08-15 19:38:00,23.7,11931,Brazil
